HOW_CcmuNumber,HOW_DateActive,HOW_DateInactive,HOW_IdNumber,HOW_ChangedBy,HOW_DateChanged
50M300,04/01/2015 00:00:00,04/06/2015 00:00:00,2848,WEB Services,2015-04-14 07:35:24.058531
50M300,04/07/2015 00:00:00,12/31/2999 00:00:00,2848,Admin,2015-04-14 00:00:00.000000
50M422,07/24/2015 00:00:00,07/24/2015 00:00:00,2889,WEB Services,2015-07-24 13:14:39.233254
50M422,07/25/2015 00:00:00,12/31/2999 00:00:00,681,Admin,2015-07-24 00:00:00.000000
50M423,11/01/2015 00:00:00,12/31/2999 00:00:00,2925,WEB Services,2015-11-12 11:42:22.657287
50M424,11/12/2015 00:00:00,12/31/2999 00:00:00,2182,WEB Services,2015-11-12 15:54:27.266775
50M425,11/19/2015 00:00:00,08/31/2016 00:00:00,2927,WEB Services,2015-11-19 12:43:26.361871
50M425,09/01/2016 00:00:00,12/31/2999 00:00:00,3015,Admin,2016-08-31 00:00:00.000000
50M426,01/07/2016 00:00:00,12/31/2999 00:00:00,2934,WEB Services,2016-01-08 10:49:45.866586
50M427,02/18/2016 00:00:00,12/31/2999 00:00:00,2942,WEB Services,2016-02-19 14:40:04.200880
50M428,04/25/2016 00:00:00,12/31/2999 00:00:00,2962,WEB Services,2016-04-25 12:15:47.701632
50M429,05/10/2016 00:00:00,12/31/2999 00:00:00,2971,WEB Services,2016-05-10 11:12:59.254178
50M434,05/11/2016 00:00:00,12/31/2999 00:00:00,2973,WEB Services,2016-05-11 12:34:11.570386
50M436,08/16/2016 00:00:00,12/31/2999 00:00:00,3005,WEB Services,2016-08-17 15:09:54.289829
50M440,10/01/2016 00:00:00,12/31/2999 00:00:00,2589,WEB Services,2016-09-30 13:55:01.020156
50M441,09/30/2016 00:00:00,12/31/2999 00:00:00,3031,WEB Services,2016-10-04 14:06:47.434443
50R001,08/31/1994 00:00:00,12/31/1999 00:00:00,186,,
50R002,01/01/1980 00:00:00,01/26/2000 00:00:00,187,,
50R003,12/01/1992 00:00:00,12/31/1999 00:00:00,188,,
50R004,01/01/1980 00:00:00,03/01/2000 00:00:00,189,,
50R005,09/30/1994 00:00:00,10/21/1999 00:00:00,190,,
50R006,01/01/1980 00:00:00,08/31/1995 00:00:00,497,,
50R006,09/01/1995 00:00:00,03/01/2000 00:00:00,191,,
50R007,10/10/1980 00:00:00,07/01/1999 00:00:00,192,,
50R007,07/02/1999 00:00:00,02/28/2000 00:00:00,487,,
50R008,02/01/1991 00:00:00,08/20/1999 00:00:00,193,,
50R009,06/01/1991 00:00:00,12/14/1996 00:00:00,499,,
50R009,12/15/1996 00:00:00,03/26/2003 00:00:00,194,,
50R009,03/27/2003 00:00:00,11/13/2007 00:00:00,1042,carolyn,2003-02-10 00:00:00.000000
50R009,11/14/2007 00:00:00,01/31/2015 00:00:00,1786,Admin,2007-11-26 00:00:00.000000
50R009,02/01/2015 00:00:00,12/31/2999 00:00:00,2670,Admin,2015-02-02 00:00:00.000000
50R010,01/01/1980 00:00:00,05/30/2000 00:00:00,183,,
50R011,01/01/1979 00:00:00,12/31/1988 00:00:00,500,,
50R011,01/01/1989 00:00:00,02/28/2000 00:00:00,195,,
50R012,01/01/1980 00:00:00,03/01/2000 00:00:00,384,,
50R013,08/01/1996 00:00:00,05/29/1999 00:00:00,196,,
50R013,05/30/1999 00:00:00,05/31/1999 00:00:00,423,CAROLYN,2000-04-13 00:00:00.000000
50R014,07/01/1991 00:00:00,01/20/1992 00:00:00,505,,
50R014,01/21/1992 00:00:00,04/12/2004 00:00:00,197,,
50R014,04/13/2004 00:00:00,12/31/2999 00:00:00,1234,Brett,2004-04-15 00:00:00.000000
50R015,01/01/1992 00:00:00,02/11/1998 00:00:00,508,,
50R015,02/12/1998 00:00:00,02/28/2000 00:00:00,60,,
50R016,03/01/1984 00:00:00,06/14/1993 00:00:00,497,,
50R016,06/15/1993 00:00:00,05/30/1999 00:00:00,169,,
50R017,10/31/1992 00:00:00,02/28/2000 00:00:00,198,,
50R018,10/18/1979 00:00:00,02/28/2000 00:00:00,39,,
50R021,10/31/1993 00:00:00,02/28/2000 00:00:00,199,,
50R022,07/13/1993 00:00:00,02/28/2000 00:00:00,200,,
50R023,08/01/1987 00:00:00,06/30/1997 00:00:00,510,,
50R023,07/01/1997 00:00:00,12/31/1997 00:00:00,511,,
50R023,01/01/1998 00:00:00,07/31/2014 00:00:00,201,,
50R023,08/01/2014 00:00:00,12/31/2999 00:00:00,2724,Admin,2014-07-10 00:00:00.000000
50R025,06/22/1993 00:00:00,03/02/2000 00:00:00,202,,
50R026,01/01/1972 00:00:00,01/01/1977 00:00:00,517,,
50R026,01/02/1977 00:00:00,01/31/1980 00:00:00,518,,
50R026,02/01/1980 00:00:00,10/12/1999 00:00:00,203,,
50R026,10/13/1999 00:00:00,03/02/2000 00:00:00,371,,
50R027,01/01/1955 00:00:00,12/31/1994 00:00:00,525,,
50R027,01/01/1995 00:00:00,03/02/2000 00:00:00,204,,
50R031,06/01/1992 00:00:00,12/31/1999 00:00:00,205,,
50R034,08/24/1994 00:00:00,12/31/1999 00:00:00,206,,
50R037,12/01/1980 00:00:00,11/30/1991 00:00:00,528,,
50R037,12/01/1991 00:00:00,03/02/2000 00:00:00,207,,
50R038,06/01/1991 00:00:00,11/30/2001 00:00:00,208,,
50R038,12/01/2001 00:00:00,12/31/2999 00:00:00,828,carolyn,2002-01-16 00:00:00.000000
50R039,04/01/1976 00:00:00,04/28/1997 00:00:00,575,,
50R039,04/29/1997 00:00:00,05/24/2000 00:00:00,209,,
50R040,04/01/1961 00:00:00,12/31/2999 00:00:00,162,,
50R041,01/01/1980 00:00:00,05/31/1993 00:00:00,532,,
50R041,06/01/1993 00:00:00,03/02/2000 00:00:00,210,,
50R042,02/01/1991 00:00:00,12/31/1999 00:00:00,210,,
50R044,01/01/1960 00:00:00,06/01/1985 00:00:00,534,,
50R044,06/02/1985 00:00:00,03/29/1992 00:00:00,535,,
50R044,04/01/1992 00:00:00,10/31/1993 00:00:00,537,,
50R044,11/01/1993 00:00:00,06/14/1996 00:00:00,203,,
50R044,06/15/1996 00:00:00,09/24/1998 00:00:00,538,,
50R044,09/25/1998 00:00:00,05/22/2000 00:00:00,211,,
50R045,07/01/1981 00:00:00,07/01/1988 00:00:00,539,,
50R045,07/02/1988 00:00:00,08/15/1994 00:00:00,540,,
50R045,08/16/1994 00:00:00,05/07/2000 00:00:00,541,,
50R045,05/08/2000 00:00:00,05/23/2000 00:00:00,212,,
50R046,01/01/1988 00:00:00,05/31/1994 00:00:00,530,,
50R046,06/01/1994 00:00:00,12/31/2999 00:00:00,213,,
50R047,01/01/1980 00:00:00,05/30/1984 00:00:00,536,,
50R047,06/01/1984 00:00:00,05/23/2000 00:00:00,214,,
50R048,01/01/1974 00:00:00,02/20/1994 00:00:00,513,,
50R048,02/21/1994 00:00:00,02/28/2000 00:00:00,215,,
50R049,01/01/1960 00:00:00,12/31/1976 00:00:00,545,,
50R049,01/01/1977 00:00:00,10/29/1993 00:00:00,544,,
50R049,10/30/1993 00:00:00,10/11/1999 00:00:00,543,,
50R049,10/12/1999 00:00:00,05/23/2000 00:00:00,216,,
50R050,05/01/1990 00:00:00,08/31/1995 00:00:00,564,,
50R050,09/01/1995 00:00:00,10/19/2000 00:00:00,217,,
50R051,01/01/1971 00:00:00,05/23/2000 00:00:00,315,,
50R054,03/01/1989 00:00:00,02/15/1996 00:00:00,495,,
50R054,02/16/1996 00:00:00,05/23/1996 00:00:00,496,,
50R054,05/24/1996 00:00:00,05/23/1999 00:00:00,219,,
50R055,06/19/1991 00:00:00,02/09/1996 00:00:00,495,,
50R055,02/10/1996 00:00:00,03/20/1998 00:00:00,496,,
50R055,03/21/1998 00:00:00,02/24/2000 00:00:00,219,,
50R056,01/01/1980 00:00:00,05/24/1996 00:00:00,220,,
50R056,05/25/1996 00:00:00,05/24/1999 00:00:00,219,,
50R056,05/25/1999 00:00:00,02/24/2000 00:00:00,218,,
50R058,01/01/1980 00:00:00,06/17/1999 00:00:00,221,,
50R059,11/24/1993 00:00:00,12/31/1999 00:00:00,222,,
50R061,01/01/1977 00:00:00,01/31/1981 00:00:00,583,,
50R061,02/01/1981 00:00:00,12/20/1988 00:00:00,581,,
50R061,12/21/1988 00:00:00,06/06/1996 00:00:00,582,,
50R061,06/07/1996 00:00:00,12/31/1999 00:00:00,145,,
50R062,11/01/1972 00:00:00,12/31/2999 00:00:00,223,,
50R063,01/01/1980 00:00:00,05/23/2000 00:00:00,224,,
50R064,01/01/1978 00:00:00,12/31/1991 00:00:00,548,,
50R064,01/01/1992 00:00:00,06/23/1993 00:00:00,549,,
50R064,06/24/1993 00:00:00,05/23/2000 00:00:00,225,,
50R065,07/18/1994 00:00:00,05/23/2000 00:00:00,226,,
50R066,01/01/1990 00:00:00,07/19/1994 00:00:00,551,,
50R066,07/20/1994 00:00:00,09/14/1995 00:00:00,550,,
50R066,09/15/1995 00:00:00,05/23/2000 00:00:00,227,,
50R067,01/01/1980 00:00:00,03/24/2000 00:00:00,228,,
50R068,07/31/1992 00:00:00,03/16/2005 00:00:00,106,,
50R068,03/17/2005 00:00:00,12/31/2999 00:00:00,1380,Admin,2005-03-16 00:00:00.000000
50R070,02/28/1994 00:00:00,02/27/1996 00:00:00,555,,
50R070,02/28/1996 00:00:00,12/31/1999 00:00:00,230,,
50R071,08/01/1985 00:00:00,05/23/2000 00:00:00,231,,
50R073,06/29/1993 00:00:00,05/31/1995 00:00:00,576,,
50R073,06/01/1995 00:00:00,06/30/1998 00:00:00,577,,
50R073,07/01/1998 00:00:00,05/24/2000 00:00:00,232,,
50R075,12/01/1993 00:00:00,06/30/1999 00:00:00,113,,
50R076,12/01/1983 00:00:00,09/01/1999 00:00:00,366,,
50R077,07/01/1992 00:00:00,08/20/1999 00:00:00,193,,
50R078,07/01/1991 00:00:00,02/01/1996 00:00:00,495,,
50R078,02/02/1996 00:00:00,05/23/1996 00:00:00,496,,
50R078,05/24/1996 00:00:00,05/18/1999 00:00:00,219,,
50R078,05/19/1999 00:00:00,02/16/2009 00:00:00,218,,
50R078,02/17/2009 00:00:00,02/01/2015 00:00:00,1946,Admin,2009-03-23 00:00:00.000000
50R078,02/02/2015 00:00:00,02/02/2015 00:00:00,1153,Admin,2015-08-13 00:00:00.000000
50R078,02/03/2015 00:00:00,12/31/2999 00:00:00,1946,Admin,2015-11-24 00:00:00.000000
50R080,02/02/1987 00:00:00,05/23/2000 00:00:00,88,,
50R081,08/30/1992 00:00:00,12/31/1999 00:00:00,233,,
50R082,07/28/1993 00:00:00,01/16/2006 00:00:00,149,,
50R083,01/31/1994 00:00:00,12/31/1999 00:00:00,234,,
50R085,07/18/1994 00:00:00,04/05/2002 00:00:00,235,,
50R085,04/06/2002 00:00:00,12/31/2999 00:00:00,928,carolyn,2002-06-17 00:00:00.000000
50R086,01/01/1980 00:00:00,07/08/1999 00:00:00,236,,
50R086,07/09/1999 00:00:00,05/23/2000 00:00:00,561,,
50R087,03/29/1992 00:00:00,05/23/2000 00:00:00,2,,
50R088,02/01/1992 00:00:00,07/31/1992 00:00:00,562,,
50R088,08/01/1992 00:00:00,05/23/2000 00:00:00,132,,
50R090,09/01/1990 00:00:00,05/23/2000 00:00:00,237,,
50R091,02/01/1978 00:00:00,05/06/2002 00:00:00,238,,
50R091,05/07/2002 00:00:00,12/31/2999 00:00:00,910,carolyn,2002-05-24 00:00:00.000000
50R092,12/15/1979 00:00:00,12/15/1990 00:00:00,566,,
50R092,12/16/1990 00:00:00,05/23/2000 00:00:00,565,,
50R094,04/01/1978 00:00:00,03/03/1979 00:00:00,567,,
50R094,03/04/1979 00:00:00,05/23/2000 00:00:00,240,,
50R095,09/28/1993 00:00:00,05/23/2000 00:00:00,241,,
50R096,03/01/1990 00:00:00,05/23/2000 00:00:00,242,,
50R097,01/01/1996 00:00:00,05/23/2000 00:00:00,243,,
50R098,01/01/1988 00:00:00,04/30/1996 00:00:00,573,,
50R098,05/01/1996 00:00:00,05/23/2000 00:00:00,244,,
50R100,03/01/1994 00:00:00,06/07/1999 00:00:00,140,,
50R101,10/27/1994 00:00:00,05/24/2000 00:00:00,245,,
50R102,03/01/1986 00:00:00,12/06/1993 00:00:00,40,,
50R103,07/21/1993 00:00:00,05/24/2000 00:00:00,246,,
50R104,04/01/1975 00:00:00,12/31/1979 00:00:00,578,,
50R104,01/01/1980 00:00:00,03/31/1993 00:00:00,579,,
50R104,04/01/1993 00:00:00,07/31/1995 00:00:00,580,,
50R104,08/01/1995 00:00:00,05/24/2000 00:00:00,42,,
50R105,01/01/1980 00:00:00,03/06/2000 00:00:00,120,,
50R107,09/01/1988 00:00:00,10/31/1999 00:00:00,247,,
50R108,12/01/1987 00:00:00,04/30/2015 00:00:00,248,,
50R108,05/01/2015 00:00:00,12/31/2999 00:00:00,2868,Admin,2015-05-01 00:00:00.000000
50R109,05/07/1980 00:00:00,05/24/2000 00:00:00,249,,
50R110,09/01/1992 00:00:00,05/16/1999 00:00:00,250,,
50R110,05/17/1999 00:00:00,05/24/2000 00:00:00,585,,
50R111,05/01/1991 00:00:00,03/14/1996 00:00:00,588,,
50R111,03/15/1996 00:00:00,05/24/2000 00:00:00,251,,
50R112,04/01/1980 00:00:00,08/01/2001 00:00:00,137,,
50R113,01/11/1995 00:00:00,03/03/1996 00:00:00,587,,
50R113,03/04/1996 00:00:00,05/24/2000 00:00:00,252,,
50R115,01/01/1982 00:00:00,12/31/2999 00:00:00,253,,
50R116,07/01/1991 00:00:00,01/15/1996 00:00:00,589,,
50R116,01/16/1996 00:00:00,05/24/2000 00:00:00,254,,
50R118,01/01/1967 00:00:00,05/31/1998 00:00:00,498,,
50R118,06/01/1998 00:00:00,03/01/2000 00:00:00,255,,
50R119,08/01/1991 00:00:00,12/31/1999 00:00:00,193,,
50R120,01/01/1975 00:00:00,01/31/1994 00:00:00,591,,
50R120,02/01/1994 00:00:00,05/24/2000 00:00:00,256,,
50R121,04/30/1988 00:00:00,06/14/1999 00:00:00,24,,
50R121,06/15/1999 00:00:00,12/31/2999 00:00:00,257,,
50R122,01/01/1980 00:00:00,06/30/1999 00:00:00,258,,
50R124,01/09/1985 00:00:00,05/30/1998 00:00:00,542,,
50R124,05/31/1998 00:00:00,05/23/2000 00:00:00,817,,
50R125,07/01/1986 00:00:00,06/30/2016 00:00:00,260,,
50R125,07/01/2016 00:00:00,12/31/2999 00:00:00,2997,Admin,2016-07-13 00:00:00.000000
50R126,08/01/1988 00:00:00,05/01/2006 00:00:00,261,,
50R126,05/02/2006 00:00:00,03/31/2010 00:00:00,1606,Admin,2006-04-26 00:00:00.000000
50R126,04/01/2010 00:00:00,12/31/2999 00:00:00,2038,Admin,2009-12-23 00:00:00.000000
50R127,03/01/1980 00:00:00,11/14/1999 00:00:00,262,,
50R127,11/15/1999 00:00:00,03/28/2000 00:00:00,420,carolyn,2000-03-28 00:00:00.000000
50R128,01/01/1982 00:00:00,07/19/2001 00:00:00,263,,
50R128,07/20/2001 00:00:00,01/27/2005 00:00:00,710,Brett,2001-07-19 00:00:00.000000
50R128,01/28/2005 00:00:00,04/30/2015 00:00:00,1355,Admin,2005-01-28 00:00:00.000000
50R128,05/01/2015 00:00:00,12/31/2999 00:00:00,2874,Admin,2015-05-08 00:00:00.000000
50R132,04/21/1994 00:00:00,05/24/2000 00:00:00,264,,
50R133,04/25/1994 00:00:00,01/01/1998 00:00:00,265,,
50R133,01/02/1998 00:00:00,05/23/2000 00:00:00,429,CAROLYN,2000-05-01 00:00:00.000000
50R134,04/28/1994 00:00:00,05/23/2000 00:00:00,266,,
50R135,05/19/1994 00:00:00,04/30/1997 00:00:00,472,,
50R135,05/01/1997 00:00:00,06/07/1998 00:00:00,473,,
50R136,02/06/1995 00:00:00,02/28/2000 00:00:00,268,,
50R138,03/31/1995 00:00:00,12/20/2000 00:00:00,7,,
50R139,05/19/1995 00:00:00,12/27/1995 00:00:00,484,,
50R139,12/28/1995 00:00:00,02/01/1996 00:00:00,492,,
50R139,02/02/1996 00:00:00,06/08/2007 00:00:00,269,,
50R139,06/09/2007 00:00:00,09/30/2014 00:00:00,1731,Admin,2007-06-11 00:00:00.000000
50R139,10/01/2014 00:00:00,12/31/2999 00:00:00,2787,Admin,2014-10-03 00:00:00.000000
50R141,01/10/1994 00:00:00,09/01/1999 00:00:00,193,,
50R142,05/11/1995 00:00:00,02/28/1999 00:00:00,270,,
50R142,03/31/1999 00:00:00,05/23/2000 00:00:00,560,,
50R143,08/28/1995 00:00:00,12/31/1999 00:00:00,271,,
50R144,05/28/1995 00:00:00,03/02/2000 00:00:00,272,,
50R145,08/14/1995 00:00:00,08/20/2004 00:00:00,273,,
50R145,08/21/2004 00:00:00,09/01/2015 00:00:00,1760,Admin,2007-08-27 00:00:00.000000
50R145,09/02/2015 00:00:00,12/31/2999 00:00:00,2910,Admin,2015-09-09 00:00:00.000000
50R146,01/01/1995 00:00:00,10/11/1995 00:00:00,219,,
50R146,09/16/1999 00:00:00,12/31/1999 00:00:00,218,,
50R148,01/01/1980 00:00:00,06/15/2000 00:00:00,243,,
50R149,06/30/1996 00:00:00,10/03/1999 00:00:00,274,,
50R150,09/01/1996 00:00:00,10/12/1997 00:00:00,574,,
50R150,10/13/1997 00:00:00,05/23/2000 00:00:00,275,,
50R153,12/17/1996 00:00:00,05/24/2000 00:00:00,276,,
50R154,01/16/1997 00:00:00,02/15/1999 00:00:00,493,,
50R155,04/29/1997 00:00:00,05/10/2007 00:00:00,278,,
50R157,04/30/1997 00:00:00,05/24/2000 00:00:00,61,,
50R158,06/03/1997 00:00:00,12/31/1999 00:00:00,279,,
50R159,01/01/1986 00:00:00,06/30/1994 00:00:00,520,,
50R159,07/01/1994 00:00:00,01/30/1997 00:00:00,519,,
50R159,02/01/1997 00:00:00,12/31/1999 00:00:00,13,,
50R160,01/01/1980 00:00:00,12/31/1999 00:00:00,194,,
50R162,03/01/1997 00:00:00,05/23/2000 00:00:00,280,,
50R163,10/07/1997 00:00:00,05/24/2000 00:00:00,281,,
50R165,11/25/1997 00:00:00,10/06/1999 00:00:00,282,,
50R166,04/24/1998 00:00:00,04/30/1998 00:00:00,283,,
50R167,03/30/1998 00:00:00,05/31/1998 00:00:00,284,,
50R169,06/30/1998 00:00:00,03/01/2000 00:00:00,383,,
50R171,08/20/1998 00:00:00,09/04/2000 00:00:00,285,,
50R171,09/05/2000 00:00:00,11/01/2006 00:00:00,485,carolyn,2000-10-04 00:00:00.000000
50R171,11/02/2006 00:00:00,12/31/2999 00:00:00,1676,Admin,2006-10-31 00:00:00.000000
50R172,11/01/1993 00:00:00,04/30/1997 00:00:00,572,,
50R172,05/01/1997 00:00:00,06/30/1998 00:00:00,571,,
50R172,07/01/1998 00:00:00,05/23/2000 00:00:00,286,,
50R174,08/01/1998 00:00:00,05/23/2000 00:00:00,287,,
50R175,09/04/1998 00:00:00,12/31/1999 00:00:00,288,,
50R200,10/31/1995 00:00:00,12/31/2999 00:00:00,289,,
50R201,07/01/1999 00:00:00,05/23/2000 00:00:00,290,,
50R202,10/23/1998 00:00:00,10/24/1998 00:00:00,291,,
50R202,10/25/1998 00:00:00,07/06/2007 00:00:00,653,carolyn,2001-04-24 00:00:00.000000
50R202,07/07/2007 00:00:00,12/31/2999 00:00:00,1744,Admin,2007-07-06 00:00:00.000000
50R203,08/31/1999 00:00:00,02/28/2000 00:00:00,283,,
50R204,08/13/1999 00:00:00,02/28/2000 00:00:00,283,,
50R205,05/19/1999 00:00:00,08/21/2000 00:00:00,218,,
50R206,08/13/1999 00:00:00,02/24/2000 00:00:00,283,,
50R208,11/23/1994 00:00:00,12/31/1996 00:00:00,507,,
50R208,01/01/1997 00:00:00,02/28/2000 00:00:00,386,,
50R209,09/01/1993 00:00:00,08/31/1997 00:00:00,529,,
50R209,09/01/1997 00:00:00,03/02/2000 00:00:00,350,,
50R210,01/01/1982 00:00:00,12/31/1988 00:00:00,553,,
50R210,01/01/1989 00:00:00,09/30/1993 00:00:00,552,,
50R210,10/01/1993 00:00:00,05/30/1995 00:00:00,256,,
50R210,05/31/1995 00:00:00,05/23/2000 00:00:00,387,,
50R211,05/28/1998 00:00:00,05/23/2000 00:00:00,388,,
50R212,03/10/1999 00:00:00,05/23/2000 00:00:00,389,,
50R216,01/19/1999 00:00:00,12/31/2999 00:00:00,369,,
50R218,11/04/1998 00:00:00,05/23/2000 00:00:00,292,,
50R220,03/24/1999 00:00:00,11/16/1999 00:00:00,283,,
50R224,10/04/1999 00:00:00,02/28/2000 00:00:00,283,,
50R225,10/20/1999 00:00:00,05/24/2000 00:00:00,372,,
50R229,12/10/1999 00:00:00,12/10/1999 00:00:00,81,,
50R229,12/11/1999 00:00:00,12/31/2999 00:00:00,630,Admin,2016-04-12 00:00:00.000000
50R230,01/06/2000 00:00:00,12/31/2999 00:00:00,402,,
50R234,02/14/2000 00:00:00,05/27/2014 00:00:00,412,,
50R234,05/28/2014 00:00:00,12/31/2999 00:00:00,2702,Admin,2014-05-21 00:00:00.000000
50R251,08/15/2000 00:00:00,12/31/2999 00:00:00,441,,
50R256,09/15/2000 00:00:00,08/07/2002 00:00:00,480,,
50R256,08/08/2002 00:00:00,09/08/2004 00:00:00,976,carolyn,2002-09-10 00:00:00.000000
50R256,09/09/2004 00:00:00,10/02/2006 00:00:00,1117,Carolyn,2004-09-13 00:00:00.000000
50R256,10/03/2006 00:00:00,12/31/2999 00:00:00,1668,Admin,2006-10-03 00:00:00.000000
50R270,03/19/2001 00:00:00,05/21/2002 00:00:00,631,,
50R270,05/22/2002 00:00:00,06/30/2012 00:00:00,930,Admin,2002-06-25 00:00:00.000000
50R270,07/01/2012 00:00:00,12/31/2999 00:00:00,2361,Admin,2012-06-29 00:00:00.000000
50R271,03/19/2001 00:00:00,12/31/2999 00:00:00,630,,
50R272,04/04/2001 00:00:00,04/03/2003 00:00:00,646,,
50R272,04/04/2003 00:00:00,05/01/2013 00:00:00,1077,carolyn,2003-04-04 00:00:00.000000
50R273,03/17/2001 00:00:00,12/31/2999 00:00:00,1408,Admin,2005-05-24 00:00:00.000000
50R274,04/16/2001 00:00:00,09/12/2001 00:00:00,649,,
50R274,09/13/2001 00:00:00,05/01/2005 00:00:00,771,carolyn,2001-11-29 00:00:00.000000
50R274,05/02/2005 00:00:00,12/31/2999 00:00:00,818,Admin,2005-05-02 00:00:00.000000
50R275,04/09/2001 00:00:00,12/31/2999 00:00:00,607,,
50R276,05/01/2001 00:00:00,12/31/2999 00:00:00,645,,
50R277,05/01/2001 00:00:00,01/01/2004 00:00:00,158,,
50R277,01/02/2004 00:00:00,08/04/2010 00:00:00,1188,carolyn,2003-12-30 00:00:00.000000
50R277,08/05/2010 00:00:00,12/31/2999 00:00:00,1153,Admin,2010-08-24 00:00:00.000000
50R278,05/29/2001 00:00:00,05/29/2001 00:00:00,122,,
50R278,05/30/2001 00:00:00,12/31/2999 00:00:00,2954,Admin,2016-03-28 00:00:00.000000
50R279,06/27/2001 00:00:00,08/04/2010 00:00:00,699,carolyn,2001-06-26 00:00:00.000000
50R279,08/05/2010 00:00:00,12/31/2999 00:00:00,1153,Admin,2010-08-24 00:00:00.000000
50R280,06/28/2001 00:00:00,10/31/2010 00:00:00,165,,
50R280,11/01/2010 00:00:00,12/31/2999 00:00:00,2159,Admin,2010-12-02 00:00:00.000000
50R281,07/26/2001 00:00:00,10/18/2001 00:00:00,283,,
50R281,10/19/2001 00:00:00,04/01/2005 00:00:00,771,carolyn,2001-10-18 00:00:00.000000
50R281,04/02/2005 00:00:00,12/31/2999 00:00:00,818,Admin,2005-03-30 00:00:00.000000
50R282,08/10/2001 00:00:00,06/27/2003 00:00:00,745,,
50R282,06/28/2003 00:00:00,10/02/2006 00:00:00,1117,carolyn,2003-08-04 00:00:00.000000
50R282,10/03/2006 00:00:00,12/31/2999 00:00:00,1668,Admin,2006-10-03 00:00:00.000000
50R283,09/06/2001 00:00:00,12/31/2999 00:00:00,756,,
50R284,09/14/2001 00:00:00,02/18/2008 00:00:00,759,,
50R285,09/20/2001 00:00:00,04/21/2005 00:00:00,763,,
50R285,04/22/2005 00:00:00,12/31/2999 00:00:00,1398,Admin,2005-05-17 00:00:00.000000
50R287,09/24/2001 00:00:00,01/01/2007 00:00:00,767,,
50R287,01/02/2007 00:00:00,12/31/2999 00:00:00,2025,Admin,2009-11-16 00:00:00.000000
50R288,10/01/2001 00:00:00,04/01/2005 00:00:00,771,,
50R288,04/02/2005 00:00:00,12/31/2999 00:00:00,818,Admin,2005-03-30 00:00:00.000000
50R289,10/22/2001 00:00:00,09/30/2003 00:00:00,745,,
50R289,10/01/2003 00:00:00,10/02/2006 00:00:00,1117,Admin,2005-10-25 00:00:00.000000
50R289,10/03/2006 00:00:00,12/31/2999 00:00:00,1668,Admin,2006-10-03 00:00:00.000000
50R290,11/09/2001 00:00:00,02/28/2008 00:00:00,823,,
50R290,02/29/2008 00:00:00,09/30/2011 00:00:00,2100,Admin,2010-06-07 00:00:00.000000
50R290,10/01/2011 00:00:00,12/31/2999 00:00:00,2235,Admin,2011-06-29 00:00:00.000000
50R291,11/23/2001 00:00:00,07/01/2003 00:00:00,92,,
50R292,12/05/2001 00:00:00,11/01/2009 00:00:00,811,,
50R292,11/02/2009 00:00:00,11/30/2011 00:00:00,2019,Admin,2009-11-02 00:00:00.000000
50R292,12/01/2011 00:00:00,12/31/2999 00:00:00,2285,Admin,2011-11-30 00:00:00.000000
50R293,01/11/2002 00:00:00,03/22/2005 00:00:00,837,carolyn,2002-01-25 00:00:00.000000
50R293,03/23/2005 00:00:00,12/31/2999 00:00:00,1381,Admin,2005-03-22 00:00:00.000000
50R294,02/28/2002 00:00:00,12/31/2999 00:00:00,862,,
50R295,03/18/2002 00:00:00,05/01/2005 00:00:00,771,,
50R295,05/02/2005 00:00:00,12/31/2999 00:00:00,818,Admin,2005-05-02 00:00:00.000000
50R296,04/25/2002 00:00:00,12/01/2006 00:00:00,893,,
50R296,12/02/2006 00:00:00,11/30/2010 00:00:00,1697,Admin,2006-12-01 00:00:00.000000
50R296,12/01/2010 00:00:00,02/28/2013 00:00:00,1153,Admin,2010-12-02 00:00:00.000000
50R296,03/01/2013 00:00:00,03/31/2015 00:00:00,2019,Admin,2013-04-08 00:00:00.000000
50R296,04/01/2015 00:00:00,12/31/2999 00:00:00,2845,Admin,2015-04-01 00:00:00.000000
50R297,05/11/2002 00:00:00,11/30/2013 00:00:00,908,carolyn,2002-05-14 00:00:00.000000
50R297,12/01/2013 00:00:00,12/31/2999 00:00:00,2646,Admin,2013-12-27 00:00:00.000000
50R298,05/31/2002 00:00:00,09/30/2008 00:00:00,912,,
50R298,10/01/2008 00:00:00,12/31/2999 00:00:00,1878,Admin,2008-09-30 00:00:00.000000
50R299,08/01/2002 00:00:00,11/13/2007 00:00:00,194,carolyn,2002-08-19 00:00:00.000000
50R299,11/14/2007 00:00:00,02/28/2014 00:00:00,1786,Admin,2007-11-19 00:00:00.000000
50R299,03/01/2014 00:00:00,12/31/2999 00:00:00,2670,Admin,2014-03-24 00:00:00.000000
50R300,08/30/2002 00:00:00,12/31/2999 00:00:00,974,,
50R301,09/14/2002 00:00:00,11/13/2002 00:00:00,403,,
50R301,11/14/2002 00:00:00,10/08/2004 00:00:00,1032,carolyn,2002-12-31 00:00:00.000000
50R301,10/09/2004 00:00:00,12/31/2999 00:00:00,403,Admin,2004-10-08 00:00:00.000000
50R302,10/01/2002 00:00:00,01/14/2009 00:00:00,992,,
50R302,01/15/2009 00:00:00,12/31/2999 00:00:00,1918,Admin,2009-02-04 00:00:00.000000
50R303,10/31/2002 00:00:00,04/30/2007 00:00:00,1002,,
