HOW_CcmuNumber,HOW_DateActive,HOW_DateInactive,HOW_IdNumber,HOW_ChangedBy,HOW_DateChanged
38E126,10/25/1993 00:00:00,04/01/2003 00:00:00,145,,
38E126,04/02/2003 00:00:00,12/31/2999 00:00:00,1074,carolyn,2003-03-27 00:00:00.000000
38E135,03/02/1995 00:00:00,06/05/2003 00:00:00,146,,
38E142,12/17/1993 00:00:00,03/31/1997 00:00:00,148,,
38E142,04/01/1997 00:00:00,06/26/2000 00:00:00,147,,
38E150,11/08/1993 00:00:00,11/15/2005 00:00:00,149,,
38E156,11/17/1993 00:00:00,12/31/2999 00:00:00,150,,
38E157,11/15/1993 00:00:00,12/31/2999 00:00:00,151,,
38E173,12/01/1993 00:00:00,06/30/1997 00:00:00,153,,
38E173,07/01/1997 00:00:00,12/31/2999 00:00:00,152,,
38E174,11/30/1993 00:00:00,12/31/2999 00:00:00,154,,
38E188,11/17/1993 00:00:00,12/31/2999 00:00:00,155,,
38E196,11/23/1993 00:00:00,12/31/2999 00:00:00,157,,
38G003,11/28/2000 00:00:00,10/27/2009 00:00:00,516,,
38L174,11/26/1993 00:00:00,01/01/2004 00:00:00,158,,
38L174,01/02/2004 00:00:00,12/31/2004 00:00:00,1188,carolyn,2004-01-02 00:00:00.000000
38L192,12/06/1993 00:00:00,01/01/2004 00:00:00,159,,
38L192,01/02/2004 00:00:00,07/18/2008 00:00:00,1189,carolyn,2003-12-30 00:00:00.000000
38L300,07/21/2014 00:00:00,12/31/2999 00:00:00,2496,WEB Services,2014-07-21 09:32:18.287344
38L400,12/01/2010 00:00:00,12/31/2999 00:00:00,2148,,
38L429,11/18/1993 00:00:00,09/01/1999 00:00:00,160,,
38L500,09/16/2002 00:00:00,06/05/2003 00:00:00,442,,
38L501,05/16/2005 00:00:00,08/04/2010 00:00:00,1188,,
38L501,08/05/2010 00:00:00,12/31/2999 00:00:00,2158,Admin,2010-12-01 00:00:00.000000
38L502,12/29/2005 00:00:00,01/25/2006 00:00:00,1492,,
38L503,10/21/2014 00:00:00,12/31/2999 00:00:00,125,WEB Services,2014-10-22 08:30:35.263440
38L544,10/21/1993 00:00:00,12/31/2999 00:00:00,161,,
38L565,10/26/1993 00:00:00,12/31/2999 00:00:00,162,,
38L632,11/01/1994 00:00:00,02/14/2002 00:00:00,163,,
38L756,02/01/1967 00:00:00,12/31/2999 00:00:00,164,,
38L779,11/02/1993 00:00:00,09/02/1999 00:00:00,126,,
50A003,01/01/2000 00:00:00,05/23/2000 00:00:00,188,,
50A016,05/31/1999 00:00:00,03/01/2000 00:00:00,169,,
50A019,10/01/1987 00:00:00,08/07/1995 00:00:00,509,,
50A019,08/08/1995 00:00:00,02/28/2000 00:00:00,170,,
50A024,11/01/1982 00:00:00,03/09/1993 00:00:00,512,,
50A024,03/10/1993 00:00:00,02/28/2000 00:00:00,171,,
50A028,05/10/1993 00:00:00,06/30/2011 00:00:00,172,,
50A028,07/01/2011 00:00:00,12/31/2999 00:00:00,2236,Admin,2011-07-05 00:00:00.000000
50A031,01/01/2000 00:00:00,03/02/2000 00:00:00,205,,
50A034,01/01/2000 00:00:00,06/30/2011 00:00:00,206,,
50A034,07/01/2011 00:00:00,12/31/2999 00:00:00,2239,Admin,2011-07-05 00:00:00.000000
50A042,01/01/2000 00:00:00,03/02/2000 00:00:00,210,,
50A043,01/01/1960 00:00:00,01/30/1963 00:00:00,532,,
50A043,02/01/1963 00:00:00,08/30/1996 00:00:00,533,,
50A043,08/31/1996 00:00:00,03/20/2000 00:00:00,173,,
50A047,11/18/1996 00:00:00,11/30/1999 00:00:00,174,,
50A052,12/01/1976 00:00:00,02/28/1978 00:00:00,547,,
50A052,03/01/1978 00:00:00,04/12/1998 00:00:00,87,,
50A052,04/13/1998 00:00:00,05/23/2000 00:00:00,86,,
50A061,01/01/2000 00:00:00,04/01/2003 00:00:00,145,,
50A061,04/02/2003 00:00:00,07/29/2008 00:00:00,1074,carolyn,2003-03-27 00:00:00.000000
50A070,01/01/2000 00:00:00,12/31/2999 00:00:00,230,,
50A074,08/15/1993 00:00:00,12/31/2999 00:00:00,175,,
50A081,01/01/2000 00:00:00,05/23/2000 00:00:00,233,,
50A083,01/01/2000 00:00:00,09/06/2012 00:00:00,234,,
50A083,09/07/2012 00:00:00,12/31/2999 00:00:00,2394,Admin,2012-09-11 00:00:00.000000
50A102,12/07/1993 00:00:00,05/24/2000 00:00:00,40,,
50A106,01/01/1980 00:00:00,02/29/2000 00:00:00,176,,
50A106,03/01/2000 00:00:00,05/24/2000 00:00:00,422,CAROLYN,2000-04-07 00:00:00.000000
50A107,11/01/1999 00:00:00,05/24/2000 00:00:00,247,,
50A114,07/01/1991 00:00:00,07/05/1995 00:00:00,523,,
50A114,07/06/1995 00:00:00,04/30/1997 00:00:00,522,,
50A114,05/01/1997 00:00:00,04/01/2002 00:00:00,177,,
50A119,01/01/2000 00:00:00,05/23/2000 00:00:00,193,,
50A137,11/01/1994 00:00:00,05/23/2000 00:00:00,178,,
50A143,01/01/2000 00:00:00,06/30/2011 00:00:00,271,,
50A143,07/01/2011 00:00:00,12/31/2999 00:00:00,2243,Admin,2011-07-07 00:00:00.000000
50A149,10/04/1999 00:00:00,06/30/2011 00:00:00,274,,
50A149,07/01/2011 00:00:00,12/31/2999 00:00:00,2237,Admin,2011-07-05 00:00:00.000000
50A151,08/10/1996 00:00:00,02/28/2000 00:00:00,179,,
50A158,01/01/2000 00:00:00,05/23/2000 00:00:00,279,,
50A160,01/01/2000 00:00:00,03/02/2000 00:00:00,194,,
50A161,09/23/1997 00:00:00,05/24/2000 00:00:00,343,,
50A165,10/07/1999 00:00:00,10/07/2003 00:00:00,282,,
50A165,10/08/2003 00:00:00,07/17/2012 00:00:00,1156,Admin,2003-10-07 00:00:00.000000
50A165,07/18/2012 00:00:00,12/31/2999 00:00:00,2372,Admin,2012-07-17 00:00:00.000000
50A166,05/01/1998 00:00:00,03/01/2000 00:00:00,283,,
50A167,06/01/1998 00:00:00,02/28/2000 00:00:00,284,,
50A170,09/01/1999 00:00:00,12/31/1999 00:00:00,180,,
50A200,07/14/1999 00:00:00,07/31/2001 00:00:00,181,,
50A200,08/01/2001 00:00:00,08/08/2001 00:00:00,723,carolyn,2001-07-30 00:00:00.000000
50A200,08/09/2001 00:00:00,01/10/2005 00:00:00,732,carolyn,2001-08-13 00:00:00.000000
50A207,04/28/1999 00:00:00,02/28/2000 00:00:00,385,,
50A213,08/14/1999 00:00:00,05/23/2000 00:00:00,338,,
50A214,05/25/1999 00:00:00,11/23/2001 00:00:00,282,,
50A214,11/24/2001 00:00:00,02/28/2009 00:00:00,805,carolyn,2001-11-27 00:00:00.000000
50A214,03/01/2009 00:00:00,03/02/2009 00:00:00,1945,Admin,2009-03-19 00:00:00.000000
50A214,03/03/2009 00:00:00,12/31/2999 00:00:00,2897,Admin,2015-08-10 00:00:00.000000
50A215,03/26/1998 00:00:00,12/20/2000 00:00:00,390,,
50A217,06/24/1999 00:00:00,05/23/2000 00:00:00,355,,
50A219,07/31/1999 00:00:00,12/31/2999 00:00:00,182,,
50A221,05/26/1999 00:00:00,03/01/2000 00:00:00,183,,
50A222,08/25/1999 00:00:00,05/23/2000 00:00:00,184,,
50A223,11/01/1996 00:00:00,05/24/2000 00:00:00,185,,
50A226,12/21/2000 00:00:00,09/13/2001 00:00:00,394,,
50A226,09/14/2001 00:00:00,01/14/2009 00:00:00,770,carolyn,2001-09-27 00:00:00.000000
50A226,01/15/2009 00:00:00,12/31/2999 00:00:00,1918,Admin,2009-02-04 00:00:00.000000
50A231,01/10/2000 00:00:00,09/13/2002 00:00:00,403,,
50A232,01/25/2000 00:00:00,02/16/2009 00:00:00,218,,
50A232,02/17/2009 00:00:00,02/01/2015 00:00:00,1946,Admin,2009-03-23 00:00:00.000000
50A232,02/02/2015 00:00:00,02/02/2015 00:00:00,1153,Admin,2015-08-13 00:00:00.000000
50A232,02/03/2015 00:00:00,12/31/2999 00:00:00,1946,Admin,2015-11-23 00:00:00.000000
50A233,02/07/2000 00:00:00,03/02/2000 00:00:00,283,,
50A235,02/14/2000 00:00:00,10/06/2006 00:00:00,6,,
50A235,10/07/2006 00:00:00,12/31/2999 00:00:00,1667,Admin,2006-09-28 00:00:00.000000
50A236,03/01/2000 00:00:00,02/16/2009 00:00:00,218,,
50A236,02/17/2009 00:00:00,02/01/2015 00:00:00,1946,Admin,2009-03-23 00:00:00.000000
50A236,02/02/2015 00:00:00,02/02/2015 00:00:00,1153,Admin,2015-08-14 00:00:00.000000
50A236,02/03/2015 00:00:00,12/31/2999 00:00:00,1946,Admin,2015-11-23 00:00:00.000000
50A239,03/15/2000 00:00:00,10/07/2003 00:00:00,282,,
50A239,10/08/2003 00:00:00,07/17/2012 00:00:00,1157,Admin,2003-10-07 00:00:00.000000
50A239,07/18/2012 00:00:00,12/31/2999 00:00:00,2373,Admin,2012-07-17 00:00:00.000000
50A244,04/07/2000 00:00:00,03/31/2013 00:00:00,19,,
50A244,04/01/2013 00:00:00,12/31/2999 00:00:00,2496,Admin,2013-04-01 00:00:00.000000
50A253,09/07/2000 00:00:00,01/31/2008 00:00:00,474,,
50A253,02/01/2008 00:00:00,12/31/2999 00:00:00,1804,Admin,2008-02-01 00:00:00.000000
50A262,11/15/2000 00:00:00,02/25/2004 00:00:00,503,,
50A262,02/26/2004 00:00:00,12/30/2009 00:00:00,1407,Carolyn,2004-03-04 00:00:00.000000
50A262,12/31/2009 00:00:00,12/31/2999 00:00:00,2044,Admin,2010-11-29 00:00:00.000000
50A263,11/30/2000 00:00:00,02/16/2009 00:00:00,218,,
50A263,02/17/2009 00:00:00,02/01/2015 00:00:00,1946,Admin,2009-03-23 00:00:00.000000
50A263,02/02/2015 00:00:00,02/02/2015 00:00:00,1153,Admin,2015-08-13 00:00:00.000000
50A263,02/03/2015 00:00:00,12/31/2999 00:00:00,1946,Admin,2015-11-23 00:00:00.000000
50B053,05/02/2006 00:00:00,03/06/2007 00:00:00,1252,,
50M001,01/01/2000 00:00:00,05/01/2003 00:00:00,186,,
50M004,03/02/2000 00:00:00,03/08/2001 00:00:00,189,,
50M004,03/09/2001 00:00:00,08/30/2004 00:00:00,606,carolyn,2001-03-13 00:00:00.000000
50M004,08/31/2004 00:00:00,01/01/2015 00:00:00,1288,Admin,2004-08-30 00:00:00.000000
50M004,01/02/2015 00:00:00,12/31/2999 00:00:00,2830,Admin,2015-02-06 00:00:00.000000
50M006,03/02/2000 00:00:00,03/11/2002 00:00:00,191,,
50M006,03/12/2002 00:00:00,12/16/2011 00:00:00,873,carolyn,2002-03-12 00:00:00.000000
50M006,12/17/2011 00:00:00,12/31/2999 00:00:00,2301,Admin,2012-01-09 00:00:00.000000
50M007,03/01/2000 00:00:00,10/02/2000 00:00:00,415,,
50M007,10/03/2000 00:00:00,03/05/2002 00:00:00,556,carolyn,2000-12-15 00:00:00.000000
50M007,03/06/2002 00:00:00,10/15/2009 00:00:00,863,carolyn,2002-03-07 00:00:00.000000
50M011,03/01/2000 00:00:00,04/01/2004 00:00:00,195,,
50M011,04/02/2004 00:00:00,04/28/2011 00:00:00,1228,Brett,2004-03-29 00:00:00.000000
50M011,04/29/2011 00:00:00,09/24/2012 00:00:00,2208,Admin,2011-04-29 00:00:00.000000
50M012,03/02/2000 00:00:00,12/31/2999 00:00:00,384,,
50M013,06/01/1999 00:00:00,07/13/2001 00:00:00,423,,
50M013,07/14/2001 00:00:00,04/01/2003 00:00:00,711,Admin,2001-07-19 00:00:00.000000
50M015,03/01/2000 00:00:00,01/20/2006 00:00:00,60,,
50M017,03/01/2000 00:00:00,01/15/2005 00:00:00,198,,
50M018,03/01/2000 00:00:00,12/20/2003 00:00:00,39,,
50M019,03/01/2000 00:00:00,06/30/2000 00:00:00,170,,
50M019,07/01/2000 00:00:00,09/30/2011 00:00:00,434,CAROLYN,2000-06-30 00:00:00.000000
50M019,10/01/2011 00:00:00,04/30/2015 00:00:00,2277,Admin,2011-10-13 00:00:00.000000
50M019,05/01/2015 00:00:00,12/31/2999 00:00:00,2870,Admin,2015-05-04 00:00:00.000000
50M021,03/01/2000 00:00:00,12/31/2999 00:00:00,199,,
50M022,03/01/2000 00:00:00,11/30/2005 00:00:00,200,,
50M025,03/03/2000 00:00:00,03/14/2000 00:00:00,202,,
50M025,03/15/2000 00:00:00,01/25/2002 00:00:00,419,carolyn,2000-03-28 00:00:00.000000
50M025,01/26/2002 00:00:00,12/31/2999 00:00:00,861,carolyn,2002-02-22 00:00:00.000000
50M026,03/03/2000 00:00:00,09/30/2010 00:00:00,371,,
50M026,10/01/2010 00:00:00,07/31/2016 00:00:00,2138,Admin,2010-10-06 00:00:00.000000
50M026,08/01/2016 00:00:00,08/01/2016 00:00:00,2999,Admin,2016-08-01 00:00:00.000000
50M026,08/02/2016 00:00:00,12/31/2999 00:00:00,3001,Admin,2016-08-01 00:00:00.000000
50M027,03/03/2000 00:00:00,09/30/2009 00:00:00,204,,
50M037,03/03/2000 00:00:00,11/01/2015 00:00:00,207,,
50M037,11/02/2015 00:00:00,12/31/2999 00:00:00,2923,Admin,2015-11-02 00:00:00.000000
50M039,05/25/2000 00:00:00,11/01/2005 00:00:00,209,,
50M039,11/02/2005 00:00:00,02/15/2013 00:00:00,1477,Admin,2005-10-31 00:00:00.000000
50M039,02/16/2013 00:00:00,12/31/2999 00:00:00,2505,Admin,2013-05-01 00:00:00.000000
50M041,07/10/1997 00:00:00,02/01/2011 00:00:00,655,carolyn,2001-04-26 00:00:00.000000
50M044,05/23/2000 00:00:00,12/31/2999 00:00:00,211,,
50M045,05/24/2000 00:00:00,04/30/2008 00:00:00,212,,
50M048,03/01/2000 00:00:00,07/31/2009 00:00:00,215,,
50M048,08/01/2009 00:00:00,06/30/2011 00:00:00,1996,Admin,2009-08-10 00:00:00.000000
50M048,07/01/2011 00:00:00,12/31/2999 00:00:00,2367,Admin,2012-07-03 00:00:00.000000
50M049,05/24/2000 00:00:00,12/31/2999 00:00:00,216,,
50M054,05/24/1999 00:00:00,08/01/2003 00:00:00,218,,
50M054,08/02/2003 00:00:00,08/06/2004 00:00:00,1129,carolyn,2003-08-13 00:00:00.000000
50M054,08/07/2004 00:00:00,08/04/2010 00:00:00,1279,Brett,2004-08-06 00:00:00.000000
50M054,08/05/2010 00:00:00,12/31/2999 00:00:00,1153,Admin,2010-08-24 00:00:00.000000
50M055,02/25/2000 00:00:00,08/13/2001 00:00:00,219,,
50M055,08/14/2001 00:00:00,02/16/2009 00:00:00,218,carolyn,2001-08-13 00:00:00.000000
50M055,02/17/2009 00:00:00,02/01/2015 00:00:00,1946,Admin,2009-03-23 00:00:00.000000
50M055,02/02/2015 00:00:00,02/02/2015 00:00:00,1153,Admin,2015-08-13 00:00:00.000000
50M055,02/03/2015 00:00:00,12/31/2999 00:00:00,1946,Admin,2015-11-24 00:00:00.000000
50M056,02/25/2000 00:00:00,02/16/2009 00:00:00,218,,
50M056,02/17/2009 00:00:00,02/01/2015 00:00:00,1946,Admin,2009-03-23 00:00:00.000000
50M056,02/02/2015 00:00:00,02/02/2015 00:00:00,1153,Admin,2015-08-13 00:00:00.000000
50M056,02/03/2015 00:00:00,12/31/2999 00:00:00,1946,Admin,2015-11-24 00:00:00.000000
50M063,05/24/2000 00:00:00,05/31/2000 00:00:00,224,,
50M064,05/24/2000 00:00:00,02/22/2010 00:00:00,225,,
50M065,05/24/2000 00:00:00,07/27/2004 00:00:00,226,,
50M065,07/28/2004 00:00:00,04/30/2015 00:00:00,1270,Admin,2004-07-27 00:00:00.000000
50M065,05/01/2015 00:00:00,12/31/2999 00:00:00,2874,Admin,2015-05-07 00:00:00.000000
50M066,05/24/2000 00:00:00,12/31/2004 00:00:00,227,,
50M071,05/24/2000 00:00:00,06/15/2005 00:00:00,231,,
50M073,05/25/2000 00:00:00,06/29/2001 00:00:00,232,,
50M073,06/30/2001 00:00:00,07/01/2002 00:00:00,705,carolyn,2001-06-29 00:00:00.000000
50M073,07/02/2002 00:00:00,10/25/2002 00:00:00,931,carolyn,2002-07-05 00:00:00.000000
50M073,10/26/2002 00:00:00,06/24/2003 00:00:00,705,carolyn,2002-10-28 00:00:00.000000
50M080,05/24/2000 00:00:00,12/20/2000 00:00:00,88,,
50M081,12/21/2000 00:00:00,06/05/2006 00:00:00,233,,
50M081,06/06/2006 00:00:00,12/31/2999 00:00:00,1866,Admin,2008-09-03 00:00:00.000000
50M086,05/24/2000 00:00:00,12/31/2999 00:00:00,561,,
50M087,05/24/2000 00:00:00,02/21/2002 00:00:00,2,,
50M087,02/22/2002 00:00:00,04/30/2005 00:00:00,570,carolyn,2002-04-02 00:00:00.000000
50M087,05/01/2005 00:00:00,07/07/2005 00:00:00,1392,Admin,2005-04-29 00:00:00.000000
50M088,05/24/2000 00:00:00,12/31/2999 00:00:00,132,,
50M090,05/24/2000 00:00:00,02/09/2002 00:00:00,237,,
50M092,04/30/1995 00:00:00,12/31/2999 00:00:00,1904,Admin,2008-12-29 00:00:00.000000
50M094,05/24/2000 00:00:00,07/28/2002 00:00:00,240,,
50M094,07/29/2002 00:00:00,01/01/2007 00:00:00,978,carolyn,2002-09-10 00:00:00.000000
50M094,01/02/2007 00:00:00,12/31/2999 00:00:00,1700,Admin,2007-01-02 00:00:00.000000
50M095,05/24/2000 00:00:00,03/21/2002 00:00:00,241,,
50M095,03/22/2002 00:00:00,04/26/2002 00:00:00,829,carolyn,2002-03-25 00:00:00.000000
50M096,05/24/2000 00:00:00,12/31/2999 00:00:00,242,,
50M097,05/24/2000 00:00:00,09/19/2002 00:00:00,243,,
50M098,05/24/2000 00:00:00,05/01/2002 00:00:00,244,,
50M098,05/02/2002 00:00:00,12/31/2999 00:00:00,818,carolyn,2002-05-02 00:00:00.000000
50M101,05/25/2000 00:00:00,07/14/2004 00:00:00,245,,
50M101,07/15/2004 00:00:00,12/26/2006 00:00:00,152,Brett,2004-07-14 00:00:00.000000
50M103,05/25/2000 00:00:00,05/12/2007 00:00:00,246,,
50M104,05/25/2000 00:00:00,08/10/2005 00:00:00,42,,
50M109,05/25/2000 00:00:00,08/31/2004 00:00:00,249,,
50M109,09/01/2004 00:00:00,12/31/2999 00:00:00,1292,Carolyn,2004-09-13 00:00:00.000000
50M110,05/25/2000 00:00:00,10/16/2002 00:00:00,585,,
50M110,10/17/2002 00:00:00,07/14/2003 00:00:00,993,carolyn,2002-10-16 00:00:00.000000
50M110,07/15/2003 00:00:00,07/31/2013 00:00:00,1120,carolyn,2003-07-15 00:00:00.000000
50M110,08/01/2013 00:00:00,08/01/2013 00:00:00,2889,Admin,2015-08-18 00:00:00.000000
50M110,08/02/2013 00:00:00,12/31/2999 00:00:00,2899,Admin,2015-08-18 00:00:00.000000
50M111,05/25/2000 00:00:00,09/07/2001 00:00:00,251,,
50M113,05/25/2000 00:00:00,02/28/2001 00:00:00,252,,
50M116,05/25/2000 00:00:00,07/31/2003 00:00:00,254,,
50M118,03/02/2000 00:00:00,09/10/2003 00:00:00,255,,
50M120,05/25/2000 00:00:00,12/02/2003 00:00:00,256,,
50M120,12/03/2003 00:00:00,07/28/2006 00:00:00,1200,carolyn,2004-02-04 00:00:00.000000
50M124,05/24/2000 00:00:00,11/26/2001 00:00:00,817,,
50M124,11/27/2001 00:00:00,12/31/2999 00:00:00,817,,
50M127,03/29/2000 00:00:00,11/21/2007 00:00:00,420,,
50M132,05/25/2000 00:00:00,05/06/2005 00:00:00,264,,
50M132,05/07/2005 00:00:00,09/18/2008 00:00:00,1396,Admin,2005-05-10 00:00:00.000000
50M132,09/19/2008 00:00:00,06/30/2009 00:00:00,1900,Admin,2008-12-08 00:00:00.000000
50M132,07/01/2009 00:00:00,03/31/2015 00:00:00,1989,Admin,2009-07-09 00:00:00.000000
50M132,04/01/2015 00:00:00,12/31/2999 00:00:00,2841,Admin,2015-03-27 00:00:00.000000
50M133,05/24/2000 00:00:00,03/30/2004 00:00:00,429,,
50M133,03/31/2004 00:00:00,01/31/2014 00:00:00,1190,carolyn,2004-01-02 00:00:00.000000
50M133,02/01/2014 00:00:00,12/31/2999 00:00:00,2658,Admin,2014-01-30 00:00:00.000000
50M134,05/24/2000 00:00:00,01/05/2011 00:00:00,266,,
50M135,06/08/1998 00:00:00,06/18/2000 00:00:00,267,,
50M135,06/19/2000 00:00:00,07/27/2001 00:00:00,435,,
50M136,03/01/2000 00:00:00,01/04/2009 00:00:00,268,,
50M138,12/21/2000 00:00:00,12/05/2002 00:00:00,7,,
50M138,12/06/2002 00:00:00,12/31/2999 00:00:00,1013,carolyn,2003-01-16 00:00:00.000000
50M142,05/24/2000 00:00:00,09/30/2003 00:00:00,560,,
50M142,10/01/2003 00:00:00,12/31/2999 00:00:00,1153,carolyn,2003-09-25 00:00:00.000000
50M144,03/03/2000 00:00:00,07/23/2001 00:00:00,272,,
50M144,07/24/2001 00:00:00,01/08/2002 00:00:00,584,carolyn,2001-08-27 00:00:00.000000
50M144,01/09/2002 00:00:00,12/31/2999 00:00:00,853,carolyn,2002-02-15 00:00:00.000000
50M146,10/12/1995 00:00:00,02/09/1996 00:00:00,495,,
50M146,02/10/1996 00:00:00,09/15/1999 00:00:00,496,,
50M146,01/01/2000 00:00:00,12/31/2999 00:00:00,218,CAROLYN,2000-06-02 00:00:00.000000
50M150,05/24/2000 00:00:00,08/27/2001 00:00:00,275,,
50M150,08/28/2001 00:00:00,08/31/2010 00:00:00,769,carolyn,2001-09-27 00:00:00.000000
50M153,05/25/2000 00:00:00,12/14/2008 00:00:00,276,,
50M153,12/15/2008 00:00:00,09/22/2011 00:00:00,1909,Admin,2009-01-08 00:00:00.000000
50M154,02/16/1999 00:00:00,08/01/2004 00:00:00,494,,
50M154,08/02/2004 00:00:00,12/31/2999 00:00:00,1273,Brett,2004-08-02 00:00:00.000000
50M157,05/25/2000 00:00:00,12/31/2999 00:00:00,61,,
50M162,05/24/2000 00:00:00,12/20/2000 00:00:00,280,,
50M163,05/25/2000 00:00:00,10/01/2000 00:00:00,281,,
50M163,10/02/2000 00:00:00,12/31/2002 00:00:00,486,carolyn,2000-10-04 00:00:00.000000
50M169,03/02/2000 00:00:00,05/20/2004 00:00:00,383,,
50M169,05/21/2004 00:00:00,10/31/2014 00:00:00,1300,Carolyn,2004-09-29 00:00:00.000000
50M169,11/01/2014 00:00:00,12/31/2999 00:00:00,2804,Admin,2014-10-31 00:00:00.000000
50M172,05/24/2000 00:00:00,07/31/2000 00:00:00,286,,
50M172,08/01/2000 00:00:00,12/08/2005 00:00:00,594,carolyn,2001-02-12 00:00:00.000000
50M172,12/09/2005 00:00:00,12/31/2999 00:00:00,1486,Admin,2005-12-08 00:00:00.000000
50M174,05/24/2000 00:00:00,07/31/2011 00:00:00,287,,
50M174,08/01/2011 00:00:00,12/31/2999 00:00:00,2258,Admin,2011-08-12 00:00:00.000000
50M201,05/24/2000 00:00:00,12/31/2999 00:00:00,290,,
50M203,03/01/2000 00:00:00,10/18/2001 00:00:00,283,,
50M203,10/19/2001 00:00:00,05/14/2004 00:00:00,771,carolyn,2001-10-18 00:00:00.000000
50M204,03/01/2000 00:00:00,12/12/2001 00:00:00,283,,
50M204,12/13/2001 00:00:00,12/31/2999 00:00:00,818,carolyn,2001-12-26 00:00:00.000000
50M206,02/25/2000 00:00:00,03/01/2000 00:00:00,283,,
50M208,03/01/2000 00:00:00,08/08/2001 00:00:00,386,,
50M208,08/09/2001 00:00:00,12/31/2999 00:00:00,733,carolyn,2001-08-13 00:00:00.000000
50M209,03/03/2000 00:00:00,10/07/2004 00:00:00,350,,
50M209,10/08/2004 00:00:00,12/31/2999 00:00:00,1316,Carolyn,2004-11-10 00:00:00.000000
50M210,05/24/2000 00:00:00,05/10/2002 00:00:00,387,,
50M211,05/24/2000 00:00:00,03/15/2001 00:00:00,388,,
50M211,03/16/2001 00:00:00,07/01/2008 00:00:00,619,carolyn,2001-03-16 00:00:00.000000
50M211,07/02/2008 00:00:00,07/31/2013 00:00:00,619,Admin,2008-07-10 00:00:00.000000
50M211,08/01/2013 00:00:00,12/31/2999 00:00:00,2379,Admin,2013-08-19 00:00:00.000000
50M212,05/24/2000 00:00:00,01/02/2003 00:00:00,389,,
50M212,01/03/2003 00:00:00,02/13/2003 00:00:00,1034,carolyn,2003-01-13 00:00:00.000000
50M212,02/14/2003 00:00:00,06/01/2006 00:00:00,1053,carolyn,2003-02-18 00:00:00.000000
50M218,08/12/2000 00:00:00,08/02/2004 00:00:00,292,,
50M218,08/03/2004 00:00:00,12/31/2999 00:00:00,1281,Admin,2004-08-09 00:00:00.000000
50M220,11/17/1999 00:00:00,12/12/2001 00:00:00,283,,
50M220,12/13/2001 00:00:00,12/31/2999 00:00:00,818,carolyn,2001-12-26 00:00:00.000000
50M221,03/01/2000 00:00:00,03/02/2000 00:00:00,183,,
50M224,03/01/2000 00:00:00,10/01/2001 00:00:00,283,,
50M224,10/02/2001 00:00:00,08/01/2005 00:00:00,771,carolyn,2001-10-01 00:00:00.000000
50M224,08/02/2005 00:00:00,12/31/2999 00:00:00,1431,Admin,2005-07-29 00:00:00.000000
50M225,05/25/2000 00:00:00,04/06/2001 00:00:00,372,,
50M225,04/07/2001 00:00:00,02/26/2009 00:00:00,637,carolyn,2001-04-06 00:00:00.000000
50M225,02/27/2009 00:00:00,06/30/2015 00:00:00,912,Admin,2009-06-16 00:00:00.000000
50M225,07/01/2015 00:00:00,12/31/2999 00:00:00,2887,Admin,2015-07-07 00:00:00.000000
50M227,11/01/1997 00:00:00,09/21/2001 00:00:00,165,,
50M227,09/22/2001 00:00:00,09/09/2003 00:00:00,637,carolyn,2001-09-25 00:00:00.000000
50M227,09/10/2003 00:00:00,07/23/2015 00:00:00,912,carolyn,2003-09-09 00:00:00.000000
50M227,07/24/2015 00:00:00,12/31/2999 00:00:00,2887,Admin,2015-07-24 00:00:00.000000
50M228,10/21/1999 00:00:00,08/04/2010 00:00:00,395,,
50M228,08/05/2010 00:00:00,12/31/2999 00:00:00,1153,Admin,2010-08-24 00:00:00.000000
50M231,01/14/2000 00:00:00,05/11/2001 00:00:00,74,,
50M231,05/12/2001 00:00:00,07/14/2008 00:00:00,604,carolyn,2001-05-14 00:00:00.000000
50M247,05/03/2000 00:00:00,04/20/2010 00:00:00,430,,
50M247,04/21/2010 00:00:00,05/28/2010 00:00:00,2086,Admin,2010-04-21 00:00:00.000000
50M247,05/29/2010 00:00:00,02/28/2015 00:00:00,2710,Admin,2014-05-30 00:00:00.000000
50M247,03/01/2015 00:00:00,12/31/2999 00:00:00,1170,Admin,2015-03-02 00:00:00.000000
50M264,02/14/2001 00:00:00,06/07/2001 00:00:00,601,,
50M264,06/08/2001 00:00:00,06/01/2005 00:00:00,743,carolyn,2001-08-21 00:00:00.000000
50M264,06/02/2005 00:00:00,12/31/2999 00:00:00,1411,Admin,2005-05-31 00:00:00.000000
50M265,02/20/2001 00:00:00,10/18/2001 00:00:00,283,,
50M265,10/19/2001 00:00:00,04/01/2005 00:00:00,771,carolyn,2001-10-18 00:00:00.000000
50M265,04/02/2005 00:00:00,12/31/2999 00:00:00,818,Admin,2005-03-30 00:00:00.000000
50M267,03/08/2001 00:00:00,10/23/2001 00:00:00,605,,
50M267,10/24/2001 00:00:00,04/01/2005 00:00:00,771,carolyn,2001-10-23 00:00:00.000000
50M267,04/02/2005 00:00:00,12/31/2999 00:00:00,818,Admin,2005-03-30 00:00:00.000000
50M268,03/15/2001 00:00:00,07/01/2005 00:00:00,372,,
50M268,07/02/2005 00:00:00,10/22/2015 00:00:00,912,Admin,2005-06-30 00:00:00.000000
50M268,10/23/2015 00:00:00,12/31/2999 00:00:00,2919,Admin,2015-10-23 00:00:00.000000
